date,symbol,holder_level,holders,shares,ratio,source
2026-05-29,6668,8,39,1789379,1.67,TDCC
2026-05-29,6668,9,60,4155466,3.87,TDCC
2026-05-29,6669,1,90785,4805425,2.58,TDCC
2026-05-29,6669,10,86,12123209,6.52,TDCC
2026-05-29,6669,11,62,17312540,9.31,TDCC
2026-05-29,6669,12,16,7998249,4.3,TDCC
2026-05-29,6669,13,10,7281123,3.91,TDCC
2026-05-29,6669,14,4,3292057,1.77,TDCC
2026-05-29,6669,15,16,100356350,54.0,TDCC
2026-05-29,6669,16,0,0,0.0,TDCC
2026-05-29,6669,17,96872,185840791,100.0,TDCC
2026-05-29,6669,2,4824,7918210,4.26,TDCC
2026-05-29,6669,3,405,3019636,1.62,TDCC
2026-05-29,6669,4,161,2027189,1.09,TDCC
2026-05-29,6669,5,108,1923645,1.03,TDCC
2026-05-29,6669,6,126,3114792,1.67,TDCC
2026-05-29,6669,7,85,2943090,1.58,TDCC
2026-05-29,6669,8,52,2380628,1.28,TDCC
2026-05-29,6669,9,132,9344648,5.02,TDCC
2026-05-29,6670,1,3038,464092,0.33,TDCC
2026-05-29,6670,10,42,6191500,4.44,TDCC
2026-05-29,6670,11,24,6852084,4.91,TDCC
2026-05-29,6670,12,17,8508042,6.1,TDCC
2026-05-29,6670,13,12,8608987,6.17,TDCC
2026-05-29,6670,14,6,5566179,3.99,TDCC
2026-05-29,6670,15,34,85871798,61.6,TDCC
2026-05-29,6670,16,0,0,0.0,TDCC
2026-05-29,6670,17,6666,139386973,100.0,TDCC
2026-05-29,6670,2,2863,5076298,3.64,TDCC
2026-05-29,6670,3,297,2285999,1.64,TDCC
2026-05-29,6670,4,107,1362365,0.97,TDCC
2026-05-29,6670,5,67,1224658,0.87,TDCC
2026-05-29,6670,6,49,1284860,0.92,TDCC
2026-05-29,6670,7,30,1085666,0.77,TDCC
2026-05-29,6670,8,25,1133309,0.81,TDCC
2026-05-29,6670,9,55,3871136,2.77,TDCC
2026-05-29,6671,1,229,19338,0.03,TDCC
2026-05-29,6671,10,21,3201230,5.26,TDCC
2026-05-29,6671,11,15,4198750,6.91,TDCC
2026-05-29,6671,12,12,6088600,10.02,TDCC
2026-05-29,6671,13,3,1980000,3.25,TDCC
2026-05-29,6671,14,2,1851121,3.04,TDCC
2026-05-29,6671,15,18,35448534,58.35,TDCC
2026-05-29,6671,16,0,0,0.0,TDCC
2026-05-29,6671,17,1374,60750000,100.0,TDCC
2026-05-29,6671,2,762,1524468,2.5,TDCC
2026-05-29,6671,3,138,1089670,1.79,TDCC
2026-05-29,6671,4,49,624852,1.02,TDCC
2026-05-29,6671,5,30,544422,0.89,TDCC
2026-05-29,6671,6,35,904118,1.48,TDCC
2026-05-29,6671,7,19,664042,1.09,TDCC
2026-05-29,6671,8,16,741561,1.22,TDCC
2026-05-29,6671,9,25,1869294,3.07,TDCC
2026-05-29,6672,1,37418,1451059,1.79,TDCC
2026-05-29,6672,10,23,2997848,3.7,TDCC
2026-05-29,6672,11,14,3855235,4.76,TDCC
2026-05-29,6672,12,8,3841012,4.75,TDCC
2026-05-29,6672,13,5,3443632,4.26,TDCC
2026-05-29,6672,14,0,0,0.0,TDCC
2026-05-29,6672,15,8,14005639,17.32,TDCC
2026-05-29,6672,16,1,6000,0.0,TDCC
2026-05-29,6672,17,56246,80827342,100.0,TDCC
2026-05-29,6672,2,17222,28735556,35.55,TDCC
2026-05-29,6672,3,962,7620364,9.42,TDCC
2026-05-29,6672,4,212,2757478,3.41,TDCC
2026-05-29,6672,5,157,2897740,3.58,TDCC
2026-05-29,6672,6,86,2217854,2.74,TDCC
2026-05-29,6672,7,45,1609432,1.99,TDCC
2026-05-29,6672,8,34,1614498,1.99,TDCC
2026-05-29,6672,9,52,3785995,4.68,TDCC
2026-05-29,6673,1,462,108561,0.4,TDCC
2026-05-29,6673,10,5,730650,2.75,TDCC
2026-05-29,6673,11,4,961700,3.63,TDCC
2026-05-29,6673,12,1,557017,2.1,TDCC
2026-05-29,6673,13,0,0,0.0,TDCC
2026-05-29,6673,14,1,820936,3.09,TDCC
2026-05-29,6673,15,2,6778416,25.58,TDCC
2026-05-29,6673,16,0,0,0.0,TDCC
2026-05-29,6673,17,3474,26488600,100.0,TDCC
2026-05-29,6673,2,2298,4887024,18.44,TDCC
2026-05-29,6673,3,373,2940805,11.1,TDCC
2026-05-29,6673,4,111,1422762,5.37,TDCC
2026-05-29,6673,5,67,1234700,4.66,TDCC
2026-05-29,6673,6,62,1596300,6.02,TDCC
2026-05-29,6673,7,35,1239445,4.67,TDCC
2026-05-29,6673,8,18,835000,3.15,TDCC
2026-05-29,6673,9,35,2375284,8.96,TDCC
2026-05-29,6674,1,306,26482,0.03,TDCC
2026-05-29,6674,10,8,1158001,1.68,TDCC
2026-05-29,6674,11,4,1201807,1.75,TDCC
2026-05-29,6674,12,1,533217,0.77,TDCC
2026-05-29,6674,13,0,0,0.0,TDCC
2026-05-29,6674,14,1,812010,1.18,TDCC
2026-05-29,6674,15,7,57003813,83.15,TDCC
2026-05-29,6674,16,0,0,0.0,TDCC
2026-05-29,6674,17,1761,68550659,100.0,TDCC
2026-05-29,6674,2,1130,2376347,3.46,TDCC
2026-05-29,6674,3,142,1169900,1.7,TDCC
2026-05-29,6674,4,58,769808,1.12,TDCC
2026-05-29,6674,5,37,702099,1.02,TDCC
2026-05-29,6674,6,25,621001,0.9,TDCC
2026-05-29,6674,7,17,593166,0.86,TDCC
2026-05-29,6674,8,8,362633,0.52,TDCC
2026-05-29,6674,9,17,1220375,1.78,TDCC
2026-05-29,6676,1,435,90208,0.06,TDCC
2026-05-29,6676,10,88,12198309,8.14,TDCC
2026-05-29,6676,11,42,11430064,7.63,TDCC
2026-05-29,6676,12,13,5753463,3.84,TDCC
2026-05-29,6676,13,4,2826738,1.88,TDCC
2026-05-29,6676,14,5,4294037,2.86,TDCC
2026-05-29,6676,15,25,76541015,51.13,TDCC
2026-05-29,6676,16,0,0,0.0,TDCC
2026-05-29,6676,17,4235,149679000,100.0,TDCC
2026-05-29,6676,2,2113,4898491,3.27,TDCC
2026-05-29,6676,3,601,4657214,3.11,TDCC
2026-05-29,6676,4,279,3513457,2.34,TDCC
2026-05-29,6676,5,170,3131292,2.09,TDCC
2026-05-29,6676,6,158,3983196,2.66,TDCC
2026-05-29,6676,7,108,3767744,2.51,TDCC
2026-05-29,6676,8,52,2390615,1.59,TDCC
2026-05-29,6676,9,142,10203157,6.81,TDCC
2026-05-29,6677,1,300,55631,0.09,TDCC
2026-05-29,6677,10,17,2381160,4.24,TDCC
2026-05-29,6677,11,18,5082191,9.06,TDCC
2026-05-29,6677,12,6,2942899,5.25,TDCC
2026-05-29,6677,13,0,0,0.0,TDCC
2026-05-29,6677,14,1,976000,1.74,TDCC
2026-05-29,6677,15,5,31967268,57.04,TDCC
2026-05-29,6677,16,0,0,0.0,TDCC
2026-05-29,6677,17,1915,56038950,100.0,TDCC
2026-05-29,6677,2,1034,2181098,3.89,TDCC
2026-05-29,6677,3,236,1802868,3.21,TDCC
2026-05-29,6677,4,87,1118113,1.99,TDCC
2026-05-29,6677,5,56,1011506,1.8,TDCC
2026-05-29,6677,6,57,1406186,2.5,TDCC
2026-05-29,6677,7,32,1165973,2.08,TDCC
2026-05-29,6677,8,21,958021,1.7,TDCC
2026-05-29,6677,9,45,2990036,5.33,TDCC
2026-05-29,6679,1,2960,402314,0.73,TDCC
2026-05-29,6679,10,18,2444251,4.44,TDCC
2026-05-29,6679,11,18,5281288,9.6,TDCC
2026-05-29,6679,12,7,3354354,6.1,TDCC
2026-05-29,6679,13,2,1578330,2.87,TDCC
2026-05-29,6679,14,1,821000,1.49,TDCC
2026-05-29,6679,15,10,27226783,49.52,TDCC
2026-05-29,6679,16,0,0,0.0,TDCC
2026-05-29,6679,17,5943,54975335,100.0,TDCC
2026-05-29,6679,2,2457,4322834,7.86,TDCC
2026-05-29,6679,3,218,1644258,2.99,TDCC
2026-05-29,6679,4,75,961846,1.74,TDCC
2026-05-29,6679,5,37,665921,1.21,TDCC
2026-05-29,6679,6,47,1187727,2.16,TDCC
2026-05-29,6679,7,28,994221,1.8,TDCC
2026-05-29,6679,8,19,874000,1.58,TDCC
2026-05-29,6679,9,46,3216208,5.85,TDCC
2026-05-29,6680,1,433,43638,0.18,TDCC
2026-05-29,6680,10,4,543327,2.26,TDCC
2026-05-29,6680,11,8,2365289,9.87,TDCC
2026-05-29,6680,12,1,473744,1.97,TDCC
2026-05-29,6680,13,1,687000,2.86,TDCC
2026-05-29,6680,14,1,825029,3.44,TDCC
2026-05-29,6680,15,7,15419206,64.36,TDCC
2026-05-29,6680,16,0,0,0.0,TDCC
2026-05-29,6680,17,940,23954210,100.0,TDCC
2026-05-29,6680,2,353,664714,2.77,TDCC
2026-05-29,6680,3,53,385809,1.61,TDCC
2026-05-29,6680,4,18,215801,0.9,TDCC
2026-05-29,6680,5,13,230293,0.96,TDCC
2026-05-29,6680,6,16,419117,1.74,TDCC
2026-05-29,6680,7,10,340067,1.41,TDCC
2026-05-29,6680,8,9,402462,1.68,TDCC
2026-05-29,6680,9,13,938714,3.91,TDCC
2026-05-29,6681,1,7,77,100.0,TDCC
2026-05-29,6681,10,0,0,0.0,TDCC
2026-05-29,6681,11,0,0,0.0,TDCC
2026-05-29,6681,12,0,0,0.0,TDCC
2026-05-29,6681,13,0,0,0.0,TDCC
2026-05-29,6681,14,0,0,0.0,TDCC
2026-05-29,6681,15,0,0,0.0,TDCC
2026-05-29,6681,16,0,0,0.0,TDCC
2026-05-29,6681,17,7,77,100.0,TDCC
2026-05-29,6681,2,0,0,0.0,TDCC
2026-05-29,6681,3,0,0,0.0,TDCC
2026-05-29,6681,4,0,0,0.0,TDCC
2026-05-29,6681,5,0,0,0.0,TDCC
2026-05-29,6681,6,0,0,0.0,TDCC
2026-05-29,6681,7,0,0,0.0,TDCC
2026-05-29,6681,8,0,0,0.0,TDCC
2026-05-29,6681,9,0,0,0.0,TDCC
2026-05-29,6682,1,2681,530321,0.36,TDCC
2026-05-29,6682,10,54,7195930,4.89,TDCC
2026-05-29,6682,11,24,6739659,4.58,TDCC
2026-05-29,6682,12,10,4706700,3.19,TDCC
2026-05-29,6682,13,2,1502243,1.02,TDCC
2026-05-29,6682,14,3,2834674,1.92,TDCC
2026-05-29,6682,15,10,69575303,47.29,TDCC
2026-05-29,6682,16,0,0,0.0,TDCC
2026-05-29,6682,17,11308,147105902,100.0,TDCC
2026-05-29,6682,2,6301,12976506,8.82,TDCC
2026-05-29,6682,3,1038,8149229,5.53,TDCC
2026-05-29,6682,4,365,4653948,3.16,TDCC
2026-05-29,6682,5,251,4616370,3.13,TDCC
2026-05-29,6682,6,231,5807735,3.94,TDCC
2026-05-29,6682,7,113,4017711,2.73,TDCC
2026-05-29,6682,8,88,4071237,2.76,TDCC
2026-05-29,6682,9,137,9728336,6.61,TDCC
2026-05-29,6683,1,26614,1124881,4.08,TDCC
2026-05-29,6683,10,21,2933203,10.64,TDCC
2026-05-29,6683,11,17,5144927,18.67,TDCC
2026-05-29,6683,12,3,1550473,5.62,TDCC
2026-05-29,6683,13,0,0,0.0,TDCC
2026-05-29,6683,14,1,935961,3.39,TDCC
2026-05-29,6683,15,1,3097490,11.24,TDCC
2026-05-29,6683,16,0,0,0.0,TDCC
2026-05-29,6683,17,30121,27557161,100.0,TDCC
2026-05-29,6683,2,3054,5000488,18.14,TDCC
2026-05-29,6683,3,200,1496641,5.43,TDCC
2026-05-29,6683,4,68,888865,3.22,TDCC
2026-05-29,6683,5,31,558941,2.02,TDCC
2026-05-29,6683,6,41,1012659,3.67,TDCC
2026-05-29,6683,7,24,839826,3.04,TDCC
2026-05-29,6683,8,9,401000,1.45,TDCC
2026-05-29,6683,9,37,2571806,9.33,TDCC
2026-05-29,6684,1,17421,911924,2.04,TDCC
2026-05-29,6684,10,15,1944906,4.36,TDCC
2026-05-29,6684,11,5,1530749,3.43,TDCC
2026-05-29,6684,12,1,472820,1.06,TDCC
2026-05-29,6684,13,0,0,0.0,TDCC
2026-05-29,6684,14,1,846754,1.9,TDCC
2026-05-29,6684,15,2,14040710,31.51,TDCC
2026-05-29,6684,16,0,0,0.0,TDCC
2026-05-29,6684,17,23791,44559496,100.0,TDCC
2026-05-29,6684,2,5373,10180473,22.84,TDCC
2026-05-29,6684,3,566,4316810,9.68,TDCC
2026-05-29,6684,4,156,1928753,4.32,TDCC
2026-05-29,6684,5,84,1538177,3.45,TDCC
2026-05-29,6684,6,68,1660987,3.72,TDCC
2026-05-29,6684,7,28,982117,2.2,TDCC
2026-05-29,6684,8,28,1251869,2.8,TDCC
2026-05-29,6684,9,43,2952447,6.62,TDCC
2026-05-29,6688,1,44,6457,0.03,TDCC
2026-05-29,6688,10,11,1698520,8.93,TDCC
2026-05-29,6688,11,3,728040,3.83,TDCC
2026-05-29,6688,12,4,2151000,11.32,TDCC
2026-05-29,6688,13,2,1475000,7.76,TDCC
2026-05-29,6688,14,1,950000,5.0,TDCC
2026-05-29,6688,15,5,9463420,49.8,TDCC
2026-05-29,6688,16,0,0,0.0,TDCC
2026-05-29,6688,17,197,19000000,100.0,TDCC
2026-05-29,6688,2,62,155817,0.82,TDCC
2026-05-29,6688,3,20,170502,0.89,TDCC
2026-05-29,6688,4,3,37999,0.19,TDCC
2026-05-29,6688,5,6,109200,0.57,TDCC
2026-05-29,6688,6,7,175000,0.92,TDCC
2026-05-29,6688,7,5,176000,0.92,TDCC
2026-05-29,6688,8,7,335005,1.76,TDCC
2026-05-29,6688,9,17,1368040,7.2,TDCC
2026-05-29,6689,1,2679,478295,0.7,TDCC
2026-05-29,6689,10,19,2566996,3.77,TDCC
2026-05-29,6689,11,12,3526982,5.18,TDCC
2026-05-29,6689,12,5,2528594,3.71,TDCC
2026-05-29,6689,13,7,4976571,7.31,TDCC
2026-05-29,6689,14,1,1000000,1.47,TDCC
2026-05-29,6689,15,11,24152496,35.51,TDCC
2026-05-29,6689,16,0,0,0.0,TDCC
2026-05-29,6689,17,10252,68000000,100.0,TDCC
2026-05-29,6689,2,6436,12091289,17.78,TDCC
2026-05-29,6689,3,603,4677022,6.87,TDCC
2026-05-29,6689,4,187,2339318,3.44,TDCC
2026-05-29,6689,5,95,1749377,2.57,TDCC
2026-05-29,6689,6,92,2315696,3.4,TDCC
2026-05-29,6689,7,35,1251281,1.84,TDCC
2026-05-29,6689,8,30,1397642,2.05,TDCC
2026-05-29,6689,9,40,2948441,4.33,TDCC
2026-05-29,6690,1,2207,329576,1.09,TDCC
2026-05-29,6690,10,6,881138,2.93,TDCC
2026-05-29,6690,11,2,521948,1.73,TDCC
2026-05-29,6690,12,0,0,0.0,TDCC
2026-05-29,6690,13,0,0,0.0,TDCC
2026-05-29,6690,14,0,0,0.0,TDCC
2026-05-29,6690,15,3,17966993,59.89,TDCC
2026-05-29,6690,16,0,0,0.0,TDCC
2026-05-29,6690,17,4951,29999720,100.0,TDCC
2026-05-29,6690,2,2334,4100257,13.66,TDCC
2026-05-29,6690,3,223,1663652,5.54,TDCC
2026-05-29,6690,4,62,784508,2.61,TDCC
2026-05-29,6690,5,32,568614,1.89,TDCC
2026-05-29,6690,6,39,950586,3.16,TDCC
2026-05-29,6690,7,14,507448,1.69,TDCC
2026-05-29,6690,8,12,547354,1.82,TDCC
2026-05-29,6690,9,17,1177646,3.92,TDCC
2026-05-29,6691,1,9016,1327879,1.09,TDCC
2026-05-29,6691,10,33,4771012,3.92,TDCC
2026-05-29,6691,11,34,9052704,7.45,TDCC
2026-05-29,6691,12,17,8675362,7.14,TDCC
2026-05-29,6691,13,4,2917487,2.4,TDCC
2026-05-29,6691,14,8,7030745,5.78,TDCC
2026-05-29,6691,15,19,65631096,54.02,TDCC
2026-05-29,6691,16,0,0,0.0,TDCC
2026-05-29,6691,17,13890,121487209,100.0,TDCC
2026-05-29,6691,2,3892,7041585,5.79,TDCC
2026-05-29,6691,3,426,3083490,2.53,TDCC
2026-05-29,6691,4,147,1787696,1.47,TDCC
2026-05-29,6691,5,81,1439418,1.18,TDCC
2026-05-29,6691,6,87,2146935,1.76,TDCC
2026-05-29,6691,7,43,1473842,1.21,TDCC
2026-05-29,6691,8,28,1275992,1.05,TDCC
2026-05-29,6691,9,55,3831966,3.15,TDCC
2026-05-29,6692,1,755,132348,0.22,TDCC
2026-05-29,6692,10,23,3041982,5.16,TDCC
2026-05-29,6692,11,12,3325409,5.65,TDCC
2026-05-29,6692,12,7,3504203,5.95,TDCC
2026-05-29,6692,13,2,1456941,2.47,TDCC
2026-05-29,6692,14,1,875000,1.48,TDCC
2026-05-29,6692,15,6,36122842,61.38,TDCC
2026-05-29,6692,16,0,0,0.0,TDCC
2026-05-29,6692,17,2220,58843890,100.0,TDCC
2026-05-29,6692,2,1030,2015997,3.42,TDCC
2026-05-29,6692,3,148,1078601,1.83,TDCC
2026-05-29,6692,4,62,756336,1.28,TDCC
2026-05-29,6692,5,42,735248,1.24,TDCC
2026-05-29,6692,6,46,1137648,1.93,TDCC
2026-05-29,6692,7,36,1253194,2.12,TDCC
2026-05-29,6692,8,16,717612,1.21,TDCC
2026-05-29,6692,9,34,2690529,4.57,TDCC
2026-05-29,6693,1,1667,264931,0.57,TDCC
2026-05-29,6693,10,29,4145542,9.06,TDCC
2026-05-29,6693,11,11,3106825,6.79,TDCC
2026-05-29,6693,12,4,1959595,4.28,TDCC
2026-05-29,6693,13,2,1384634,3.02,TDCC
2026-05-29,6693,14,3,2561521,5.6,TDCC
2026-05-29,6693,15,4,14353510,31.39,TDCC
2026-05-29,6693,16,0,0,0.0,TDCC
2026-05-29,6693,17,5466,45720000,100.0,TDCC
2026-05-29,6693,2,3103,5552166,12.14,TDCC
2026-05-29,6693,3,306,2418799,5.29,TDCC
2026-05-29,6693,4,104,1351528,2.95,TDCC
2026-05-29,6693,5,63,1149769,2.51,TDCC
2026-05-29,6693,6,70,1776106,3.88,TDCC
2026-05-29,6693,7,28,1001881,2.19,TDCC
2026-05-29,6693,8,23,1065000,2.32,TDCC
2026-05-29,6693,9,49,3628193,7.93,TDCC
2026-05-29,6695,1,6559,361053,0.37,TDCC
2026-05-29,6695,10,33,4631056,4.8,TDCC
2026-05-29,6695,11,22,5743891,5.95,TDCC
2026-05-29,6695,12,6,2817436,2.92,TDCC
2026-05-29,6695,13,3,2034527,2.1,TDCC
2026-05-29,6695,14,2,1735000,1.79,TDCC
2026-05-29,6695,15,7,35789668,37.09,TDCC
2026-05-29,6695,16,0,0,0.0,TDCC
2026-05-29,6695,17,17387,96477650,100.0,TDCC
2026-05-29,6695,2,9119,17309409,17.94,TDCC
2026-05-29,6695,3,908,7197610,7.46,TDCC
2026-05-29,6695,4,273,3538128,3.66,TDCC
2026-05-29,6695,5,159,3003051,3.11,TDCC
2026-05-29,6695,6,129,3292529,3.41,TDCC
2026-05-29,6695,7,64,2281000,2.36,TDCC
2026-05-29,6695,8,32,1508002,1.56,TDCC
2026-05-29,6695,9,71,5235290,5.42,TDCC
2026-05-29,6696,1,5359,752996,0.9,TDCC
2026-05-29,6696,10,49,6804492,8.2,TDCC
2026-05-29,6696,11,22,5891761,7.1,TDCC
2026-05-29,6696,12,7,3507962,4.23,TDCC
2026-05-29,6696,13,4,2737289,3.3,TDCC
2026-05-29,6696,14,5,4468784,5.38,TDCC
2026-05-29,6696,15,11,23640805,28.51,TDCC
2026-05-29,6696,16,0,0,0.0,TDCC
2026-05-29,6696,17,10652,82920000,100.0,TDCC
2026-05-29,6696,2,3795,7674385,9.25,TDCC
2026-05-29,6696,3,576,4283397,5.16,TDCC
2026-05-29,6696,4,282,3520558,4.24,TDCC
2026-05-29,6696,5,136,2413142,2.91,TDCC
2026-05-29,6696,6,170,4170702,5.02,TDCC
2026-05-29,6696,7,72,2572554,3.1,TDCC
2026-05-29,6696,8,45,2008997,2.42,TDCC
2026-05-29,6696,9,119,8472176,10.21,TDCC
2026-05-29,6697,1,549,57180,0.2,TDCC
2026-05-29,6697,10,8,1087236,3.97,TDCC
2026-05-29,6697,11,0,0,0.0,TDCC
2026-05-29,6697,12,2,905000,3.31,TDCC
2026-05-29,6697,13,1,642440,2.35,TDCC
2026-05-29,6697,14,0,0,0.0,TDCC
2026-05-29,6697,15,3,16699771,61.11,TDCC
2026-05-29,6697,16,0,0,0.0,TDCC
2026-05-29,6697,17,2212,27323364,100.0,TDCC
2026-05-29,6697,2,1328,2494957,9.13,TDCC
2026-05-29,6697,3,164,1287626,4.71,TDCC
2026-05-29,6697,4,56,720000,2.63,TDCC
2026-05-29,6697,5,37,670653,2.45,TDCC
2026-05-29,6697,6,22,566001,2.07,TDCC
2026-05-29,6697,7,16,570500,2.08,TDCC
2026-05-29,6697,8,9,430000,1.57,TDCC
2026-05-29,6697,9,17,1192000,4.36,TDCC
2026-05-29,6698,1,28507,1111180,1.67,TDCC
2026-05-29,6698,10,30,4328703,6.52,TDCC
2026-05-29,6698,11,18,4915029,7.4,TDCC
2026-05-29,6698,12,5,2420811,3.64,TDCC
2026-05-29,6698,13,2,1278787,1.92,TDCC
2026-05-29,6698,14,2,1675153,2.52,TDCC
2026-05-29,6698,15,6,20637934,31.08,TDCC
2026-05-29,6698,16,0,0,0.0,TDCC
2026-05-29,6698,17,35315,66389753,100.0,TDCC
2026-05-29,6698,2,5600,10782601,16.24,TDCC
2026-05-29,6698,3,586,4614578,6.95,TDCC
2026-05-29,6698,4,202,2620301,3.94,TDCC
2026-05-29,6698,5,112,2089999,3.14,TDCC
2026-05-29,6698,6,108,2741395,4.12,TDCC
2026-05-29,6698,7,58,2072302,3.12,TDCC
2026-05-29,6698,8,26,1213381,1.82,TDCC
2026-05-29,6698,9,53,3887599,5.85,TDCC
2026-05-29,6699,1,386,42719,0.08,TDCC
2026-05-29,6699,10,10,1373700,2.81,TDCC
2026-05-29,6699,11,11,2737800,5.6,TDCC
2026-05-29,6699,12,1,500000,1.02,TDCC
2026-05-29,6699,13,4,2766000,5.66,TDCC
2026-05-29,6699,14,2,1743000,3.57,TDCC
2026-05-29,6699,15,9,36800362,75.38,TDCC
2026-05-29,6699,16,0,0,0.0,TDCC
2026-05-29,6699,17,764,48818842,100.0,TDCC
2026-05-29,6699,2,225,478306,0.97,TDCC
2026-05-29,6699,3,45,348693,0.71,TDCC
2026-05-29,6699,4,24,326020,0.66,TDCC
2026-05-29,6699,5,18,323647,0.66,TDCC
2026-05-29,6699,6,8,192011,0.39,TDCC
2026-05-29,6699,7,5,171345,0.35,TDCC
2026-05-29,6699,8,4,192000,0.39,TDCC
2026-05-29,6699,9,12,823239,1.68,TDCC
2026-05-29,6701,1,209,13601,0.0,TDCC
2026-05-29,6701,10,10,1394132,0.38,TDCC
2026-05-29,6701,11,0,0,0.0,TDCC
2026-05-29,6701,12,0,0,0.0,TDCC
2026-05-29,6701,13,0,0,0.0,TDCC
2026-05-29,6701,14,0,0,0.0,TDCC
2026-05-29,6701,15,3,358305811,97.98,TDCC
2026-05-29,6701,16,0,0,0.0,TDCC
2026-05-29,6701,17,758,365682192,100.0,TDCC
2026-05-29,6701,2,296,733595,0.2,TDCC
2026-05-29,6701,3,66,523341,0.14,TDCC
2026-05-29,6701,4,39,476770,0.13,TDCC
2026-05-29,6701,5,19,346549,0.09,TDCC
2026-05-29,6701,6,74,1771104,0.48,TDCC
2026-05-29,6701,7,15,514182,0.14,TDCC
2026-05-29,6701,8,12,557214,0.15,TDCC
2026-05-29,6701,9,15,1045893,0.28,TDCC
2026-05-29,6702,1,2431,358088,0.04,TDCC
2026-05-29,6702,10,206,30792682,4.05,TDCC
2026-05-29,6702,11,88,25560553,3.36,TDCC
2026-05-29,6702,12,33,16825279,2.21,TDCC
2026-05-29,6702,13,14,10206954,1.34,TDCC
2026-05-29,6702,14,6,5490315,0.72,TDCC
2026-05-29,6702,15,45,572186558,75.42,TDCC
2026-05-29,6702,16,0,0,0.0,TDCC
2026-05-29,6702,17,11491,758659681,100.0,TDCC
2026-05-29,6702,2,4796,10378516,1.36,TDCC
2026-05-29,6702,3,1481,11253866,1.48,TDCC
2026-05-29,6702,4,673,7679879,1.01,TDCC
2026-05-29,6702,5,416,7664728,1.01,TDCC
2026-05-29,6702,6,470,11567980,1.52,TDCC
2026-05-29,6702,7,210,7295394,0.96,TDCC
2026-05-29,6702,8,218,10254892,1.35,TDCC
2026-05-29,6702,9,404,31143997,4.1,TDCC
2026-05-29,6703,1,20268,554112,1.67,TDCC
2026-05-29,6703,10,11,1395486,4.23,TDCC
2026-05-29,6703,11,4,1169044,3.54,TDCC
2026-05-29,6703,12,5,2582495,7.82,TDCC
2026-05-29,6703,13,1,645856,1.95,TDCC
2026-05-29,6703,14,1,916556,2.77,TDCC
2026-05-29,6703,15,6,12744193,38.63,TDCC
2026-05-29,6703,16,0,0,0.0,TDCC
2026-05-29,6703,17,23335,32983827,100.0,TDCC
2026-05-29,6703,2,2439,4743627,14.38,TDCC
2026-05-29,6703,3,330,2365559,7.17,TDCC
2026-05-29,6703,4,110,1344584,4.07,TDCC
2026-05-29,6703,5,65,1153578,3.49,TDCC
2026-05-29,6703,6,51,1271048,3.85,TDCC
2026-05-29,6703,7,19,658858,1.99,TDCC
2026-05-29,6703,8,10,452435,1.37,TDCC
2026-05-29,6703,9,15,986396,2.99,TDCC
2026-05-29,6704,1,294,69227,0.07,TDCC
2026-05-29,6704,10,84,11704959,12.19,TDCC
2026-05-29,6704,11,36,10744654,11.19,TDCC
2026-05-29,6704,12,16,7326495,7.63,TDCC
2026-05-29,6704,13,4,2692239,2.8,TDCC
2026-05-29,6704,14,2,1803056,1.87,TDCC
2026-05-29,6704,15,9,25824220,26.91,TDCC
2026-05-29,6704,16,0,0,0.0,TDCC
2026-05-29,6704,17,3654,95949316,100.0,TDCC
2026-05-29,6704,2,1795,4107657,4.28,TDCC
2026-05-29,6704,3,539,4403103,4.58,TDCC
2026-05-29,6704,4,239,3010051,3.13,TDCC
2026-05-29,6704,5,134,2410662,2.51,TDCC
2026-05-29,6704,6,182,4550608,4.74,TDCC
2026-05-29,6704,7,107,3755060,3.91,TDCC
2026-05-29,6704,8,57,2599933,2.7,TDCC
2026-05-29,6704,9,156,10947392,11.4,TDCC
2026-05-29,6705,1,257,41804,0.23,TDCC
2026-05-29,6705,10,10,1496129,8.3,TDCC
2026-05-29,6705,11,3,776071,4.31,TDCC
2026-05-29,6705,12,3,1608856,8.93,TDCC
2026-05-29,6705,13,3,1994957,11.08,TDCC
2026-05-29,6705,14,0,0,0.0,TDCC
2026-05-29,6705,15,4,9901897,54.99,TDCC
2026-05-29,6705,16,0,0,0.0,TDCC
2026-05-29,6705,17,686,18004688,100.0,TDCC
2026-05-29,6705,2,339,677082,3.76,TDCC
2026-05-29,6705,3,31,234693,1.3,TDCC
2026-05-29,6705,4,8,106207,0.58,TDCC
2026-05-29,6705,5,5,88110,0.48,TDCC
2026-05-29,6705,6,8,222968,1.23,TDCC
2026-05-29,6705,7,4,133333,0.74,TDCC
2026-05-29,6705,8,4,185386,1.02,TDCC
2026-05-29,6705,9,7,537195,2.98,TDCC
2026-05-29,6706,1,33982,1015177,1.29,TDCC
2026-05-29,6706,10,41,5897213,7.5,TDCC
2026-05-29,6706,11,17,4718929,6.0,TDCC
2026-05-29,6706,12,9,4554003,5.79,TDCC
2026-05-29,6706,13,4,2903275,3.69,TDCC
2026-05-29,6706,14,4,3741024,4.76,TDCC
2026-05-29,6706,15,11,21263298,27.07,TDCC
2026-05-29,6706,16,0,0,0.0,TDCC
2026-05-29,6706,17,44956,78548865,100.0,TDCC
2026-05-29,6706,2,9703,16243716,20.67,TDCC
2026-05-29,6706,3,664,5090712,6.48,TDCC
2026-05-29,6706,4,184,2317110,2.94,TDCC
